company_name,operation_in_CA,operation_reasoning,trader_in_CA,trader_reasoning,google_link
Hillsdale Investment Management,1.0,"My knowledge base confirms that Hillsdale Investment Management operates in Canada, as it is a Canadian-based investment management firm that provides services to institutional and retail clients within the country.",,,https://www.google.com/search?q=Hillsdale%20Investment%20Management+careers
Leith Wheeler Investment Counsel Ltd.,1.0,"My knowledge base confirms that Leith Wheeler Investment Counsel Ltd. is a Canadian investment management firm based in Vancouver, British Columbia. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Leith%20Wheeler%20Investment%20Counsel%20Ltd.+careers
QV Investors,1.0,"My knowledge base confirms that QV Investors operates in Canada. They are a Canadian investment management firm based in Calgary, Alberta, and focus on providing investment solutions to clients in Canada.",,,https://www.google.com/search?q=QV%20Investors+careers
Picton Mahoney Asset Management,1.0,"My knowledge base confirms that Picton Mahoney Asset Management is a Canadian investment management firm based in Toronto, Canada. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Picton%20Mahoney%20Asset%20Management+careers
Addenda Capital,1.0,"My knowledge base confirms that Addenda Capital is a Canadian investment management firm based in Montreal, Quebec. It operates primarily in Canada, providing investment solutions to institutional and retail clients.",,,https://www.google.com/search?q=Addenda%20Capital+careers
Beutel Goodman & Company Ltd.,1.0,"My knowledge base confirms that Beutel Goodman & Company Ltd. is a Canadian investment management firm based in Toronto, Ontario. It operates primarily in Canada, providing investment management services to institutional and retail clients.",,,https://www.google.com/search?q=Beutel%20Goodman%20%26%20Company%20Ltd.+careers
"Phillips, Hager & North Investment Management",1.0,"My knowledge base confirms that Phillips, Hager & North Investment Management operates in Canada. It is a well-known investment management firm based in Canada, specifically in Vancouver, and is part of the RBC Global Asset Management division.",,,https://www.google.com/search?q=Phillips%2C%20Hager%20%26%20North%20Investment%20Management+careers
Sionna Investment Managers,1.0,"My knowledge base confirms that Sionna Investment Managers is a Canadian investment management firm based in Toronto, Canada. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Sionna%20Investment%20Managers+careers
Burgundy Asset Management,1.0,"My knowledge base confirms that Burgundy Asset Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Burgundy%20Asset%20Management+careers
"Connor, Clark & Lunn Financial Group",1.0,"My knowledge base confirms that Connor, Clark & Lunn Financial Group operates in Canada. It is a well-established financial services firm based in Canada, providing investment management and related services.",,,https://www.google.com/search?q=Connor%2C%20Clark%20%26%20Lunn%20Financial%20Group+careers
Greystone Managed Investments,1.0,"My knowledge base confirms that Greystone Managed Investments is a Canadian investment management firm based in Regina, Saskatchewan. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Greystone%20Managed%20Investments+careers
Mawer Investment Management,1.0,"My knowledge base confirms that Mawer Investment Management is a Canadian investment management firm based in Calgary, Alberta. It operates primarily in Canada and serves Canadian clients, making it certain that the company is operating in Canada.",,,https://www.google.com/search?q=Mawer%20Investment%20Management+careers
Jarislowsky Fraser Limited,1.0,"My knowledge base confirms that Jarislowsky Fraser Limited is a Canadian investment management firm based in Montreal, Quebec. It operates primarily in Canada and provides investment management services to institutional and individual clients.",,,https://www.google.com/search?q=Jarislowsky%20Fraser%20Limited+careers
Dynamic Funds,1.0,"My knowledge base confirms that Dynamic Funds operates in Canada. It is a well-known investment management firm based in Canada, offering a range of mutual funds and investment solutions to Canadian investors.",,,https://www.google.com/search?q=Dynamic%20Funds+careers
Fiera Capital,1.0,"My knowledge base confirms that Fiera Capital is a Canadian investment management firm headquartered in Montreal, Quebec. It operates primarily in Canada and has a significant presence in the financial services sector within the country.",,,https://www.google.com/search?q=Fiera%20Capital+careers
AGF Management Limited,1.0,"My knowledge base confirms that AGF Management Limited is a Canadian investment management firm headquartered in Toronto, Ontario. It operates primarily in Canada and offers a range of investment solutions, including mutual funds and institutional investment services.",,,https://www.google.com/search?q=AGF%20Management%20Limited+careers
Horizons ETFs,1.0,My knowledge base confirms that Horizons ETFs is a Canadian company that specializes in exchange-traded funds (ETFs) and operates primarily in Canada. They are well-known in the Canadian financial market and have a significant presence there.,,,https://www.google.com/search?q=Horizons%20ETFs+careers
Middlefield Group,1.0,"My knowledge base confirms that Middlefield Group operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in various investment strategies and asset management services.",,,https://www.google.com/search?q=Middlefield%20Group+careers
Northleaf Capital Partners,1.0,"My knowledge base confirms that Northleaf Capital Partners is a Canadian private equity and infrastructure investment firm headquartered in Toronto, Canada. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Northleaf%20Capital%20Partners+careers
Nexus Investment Management,1.0,"My knowledge base confirms that Nexus Investment Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Nexus%20Investment%20Management+careers
Goodwood Inc.,1.0,"My knowledge base confirms that Goodwood Inc. operates in Canada, specifically as an investment management firm based in Toronto.",,,https://www.google.com/search?q=Goodwood%20Inc.+careers
